Internal code for this file,Country Code,Country name,Year,Gas/Scope,CRF code,Description as in CRF,Sector_code,Sector_name,Colum,Row,Unit,Emissions - MS [kt],Emissions - EEA [kt],Emissions with notation key [kt],Emissions,Notation key,Source,Description test,Check,Manually,Final check
FR_2023_N2O_4A,FR,France,2023,N2O,4A,A. Forest land,4.A,4.A - Forest Land,D,40,Gg CO2 equivalent,47.66729,47.66729,47.67,47.67,,MS data,A. Forest land,TRUE,,TRUE
FR_2023_N2O_4B,FR,France,2023,N2O,4B,B. Cropland,4.B,4.B - Cropland,D,41,Gg CO2 equivalent,480.46353,480.46353,480.46,480.46,,MS data,B. Cropland,TRUE,,TRUE
FR_2023_N2O_4C,FR,France,2023,N2O,4C,C. Grassland,4.C,4.C - Grassland,D,42,Gg CO2 equivalent,61.49305,61.49305,61.49,61.49,,MS data,C. Grassland,TRUE,,TRUE
FR_2023_N2O_4D,FR,France,2023,N2O,4D,D. Wetlands,4.D,4.D - Wetlands,D,43,Gg CO2 equivalent,65.30589,65.30589,65.31,65.31,,MS data,D. Wetlands,TRUE,,TRUE
FR_2023_N2O_4E,FR,France,2023,N2O,4E,E. Settlements ,4.E,4.E - Settlements,D,44,Gg CO2 equivalent,223.70269,223.70269,223.7,223.70,,MS data,E. Settlements ,TRUE,,TRUE
FR_2023_N2O_4F,FR,France,2023,N2O,4F,F. Other land,4.F,4.F - Other Land,D,45,Gg CO2 equivalent,5.73334,5.73334,5.73,5.73,,MS data,F. Other land,TRUE,,TRUE
FR_2023_N2O_4H,FR,France,2023,N2O,4H,H. Other       ,4.H,4.H - Other LULUCF,D,47,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H. Other       ,TRUE,,TRUE
FR_2023_N2O_5,FR,France,2023,N2O,5,5.  Waste,5,5 - Waste management,D,48,Gg CO2 equivalent,865.65339,865.65339,865.65,865.65,,MS data,5.  Waste,TRUE,,TRUE
FR_2023_N2O_5B,FR,France,2023,N2O,5B,B.  Biological treatment of solid waste,5.B,5.B - Biological Treatment of Solid Waste,D,50,Gg CO2 equivalent,212.08456,212.08456,212.08,212.08,,MS data,B.  Biological treatment of solid waste,TRUE,,TRUE
FR_2023_N2O_5C,FR,France,2023,N2O,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,D,51,Gg CO2 equivalent,82.07867,82.07867,82.08,82.08,,MS data,C.  Incineration and open burning of waste,TRUE,,TRUE
FR_2023_N2O_5D,FR,France,2023,N2O,5D,D.  Waste water treatment and discharge,5.D,5.D - Wastewater Treatment and Discharge,D,52,Gg CO2 equivalent,571.49016,571.49016,571.49,571.49,,MS data,D.  Waste water treatment and discharge,TRUE,,TRUE
FR_2023_N2O_5E,FR,France,2023,N2O,5E,E.  Other ,5.E,5.E - Other Disposal,D,53,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Other ,FALSE,,FALSE
FR_2023_N2O_6,FR,France,2023,N2O,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
FR_2023_HFCs_Total_net,FR,France,2023,HFCs,Total_net,Total (net emissions)(1),,,E,7,Gg CO2 equivalent,8504.1773,8504.1773,"8,504.18",8504.18,,MS data,Total (net emissions)(1),TRUE,,TRUE
FR_2023_HFCs_2,FR,France,2023,HFCs,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,E,19,Gg CO2 equivalent,8504.1773,8504.1773,"8,504.18",8504.18,,MS data,2.  Industrial processes and product use,TRUE,,TRUE
FR_2023_HFCs_2B,FR,France,2023,HFCs,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,E,21,Gg CO2 equivalent,25.79208,25.79208,25.79,25.79,,MS data,B.  Chemical industry,TRUE,,TRUE
FR_2023_HFCs_2C,FR,France,2023,HFCs,2C,C.  Metal industry,2.C,2.C - Metal Industry,E,22,Gg CO2 equivalent,0,IE; NO,IE; NO,,IE; NO,EEA,C.  Metal industry,TRUE,,TRUE
FR_2023_HFCs_2E,FR,France,2023,HFCs,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,E,24,Gg CO2 equivalent,1.94335,1.94335,1.94,1.94,,MS data,E.  Electronic Industry ,TRUE,,TRUE
FR_2023_HFCs_2F,FR,France,2023,HFCs,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,E,25,Gg CO2 equivalent,8475.31956,8475.31956,"8,475.32",8475.32,,MS data,F.  Product uses as ODS substitutes ,TRUE,,TRUE
FR_2023_HFCs_2G,FR,France,2023,HFCs,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,E,26,Gg CO2 equivalent,1.1223,1.1223,1.12,1.12,,MS data,G.  Other product manufacture and use ,TRUE,,TRUE
FR_2023_HFCs_2H,FR,France,2023,HFCs,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,E,27,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H.  Other ,TRUE,,TRUE
FR_2023_HFCs_6,FR,France,2023,HFCs,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
FR_2023_PFCs_Total_net,FR,France,2023,PFCs,Total_net,Total (net emissions)(1),,,F,7,Gg CO2 equivalent,317.15076,317.15076,317.15,317.15,,MS data,Total (net emissions)(1),TRUE,,TRUE
FR_2023_PFCs_2,FR,France,2023,PFCs,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,F,19,Gg CO2 equivalent,317.15076,317.15076,317.15,317.15,,MS data,2.  Industrial processes and product use,TRUE,,TRUE
FR_2023_PFCs_2B,FR,France,2023,PFCs,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,F,21,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,B.  Chemical industry,TRUE,,TRUE
FR_2023_PFCs_2C,FR,France,2023,PFCs,2C,C.  Metal industry,2.C,2.C - Metal Industry,F,22,Gg CO2 equivalent,31.67026,31.67026,31.67,31.67,,MS data,C.  Metal industry,TRUE,,TRUE
FR_2023_PFCs_2E,FR,France,2023,PFCs,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,F,24,Gg CO2 equivalent,62.34559,62.34559,62.35,62.35,,MS data,E.  Electronic Industry ,TRUE,,TRUE
FR_2023_PFCs_2F,FR,France,2023,PFCs,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,F,25,Gg CO2 equivalent,0,NA,NA,,NA,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
FR_2023_PFCs_2G,FR,France,2023,PFCs,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,F,26,Gg CO2 equivalent,223.13491,223.13491,223.13,223.13,,MS data,G.  Other product manufacture and use ,TRUE,,TRUE
FR_2023_PFCs_2H,FR,France,2023,PFCs,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,F,27,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H.  Other ,TRUE,,TRUE
FR_2023_PFCs_6,FR,France,2023,PFCs,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
FR_2023_SF6_Total_net,FR,France,2023,SF6,Total_net,Total (net emissions)(1),,,G,7,Gg CO2 equivalent,477.35238,477.35238,477.35,477.35,,MS data,Total (net emissions)(1),TRUE,,TRUE
FR_2023_SF6_2,FR,France,2023,SF6,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,G,19,Gg CO2 equivalent,477.35238,477.35238,477.35,477.35,,MS data,2.  Industrial processes and product use,TRUE,,TRUE
FR_2023_SF6_2B,FR,France,2023,SF6,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,G,21,Gg CO2 equivalent,117.89952,117.89952,117.9,117.90,,MS data,B.  Chemical industry,TRUE,,TRUE
FR_2023_SF6_2C,FR,France,2023,SF6,2C,C.  Metal industry,2.C,2.C - Metal Industry,G,22,Gg CO2 equivalent,4.089,4.089,4.09,4.09,,MS data,C.  Metal industry,TRUE,,TRUE
FR_2023_SF6_2E,FR,France,2023,SF6,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,G,24,Gg CO2 equivalent,4.72385,4.72385,4.72,4.72,,MS data,E.  Electronic Industry ,TRUE,,TRUE
FR_2023_SF6_2F,FR,France,2023,SF6,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,G,25,Gg CO2 equivalent,0,NA,NA,,NA,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
FR_2023_SF6_2G,FR,France,2023,SF6,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,G,26,Gg CO2 equivalent,350.64001,350.64001,350.64,350.64,,MS data,G.  Other product manufacture and use ,TRUE,,TRUE
FR_2023_SF6_2H,FR,France,2023,SF6,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,G,27,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H.  Other ,TRUE,,TRUE
FR_2023_SF6_6,FR,France,2023,SF6,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
FR_2023_UnspecifiedMix_Total_net,FR,France,2023,UnspecifiedMix,Total_net,Total (net emissions)(1),,,H,7,Gg CO2 equivalent,0,NO,NO,,NO,EEA,Total (net emissions)(1),TRUE,,TRUE
FR_2023_UnspecifiedMix_2,FR,France,2023,UnspecifiedMix,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,H,19,Gg CO2 equivalent,0,NO,NO,,NO,EEA,2.  Industrial processes and product use,TRUE,,TRUE
FR_2023_UnspecifiedMix_2B,FR,France,2023,UnspecifiedMix,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,H,21,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,B.  Chemical industry,TRUE,,TRUE
FR_2023_UnspecifiedMix_2C,FR,France,2023,UnspecifiedMix,2C,C.  Metal industry,2.C,2.C - Metal Industry,H,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
FR_2023_UnspecifiedMix_2E,FR,France,2023,UnspecifiedMix,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,H,24,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,E.  Electronic Industry ,TRUE,,TRUE
FR_2023_UnspecifiedMix_2F,FR,France,2023,UnspecifiedMix,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,H,25,Gg CO2 equivalent,0,NA,NA,,NA,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
FR_2023_UnspecifiedMix_2G,FR,France,2023,UnspecifiedMix,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,H,26,Gg CO2 equivalent,0,NA,NA,,NA,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
FR_2023_UnspecifiedMix_2H,FR,France,2023,UnspecifiedMix,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,H,27,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H.  Other ,TRUE,,TRUE
FR_2023_UnspecifiedMix_6,FR,France,2023,UnspecifiedMix,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
FR_2023_NF3_Total_net,FR,France,2023,NF3,Total_net,Total (net emissions)(1),,,I,7,Gg CO2 equivalent,25.91005,25.91005,25.91,25.91,,MS data,Total (net emissions)(1),TRUE,,TRUE
FR_2023_NF3_2,FR,France,2023,NF3,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,I,19,Gg CO2 equivalent,25.91005,25.91005,25.91,25.91,,MS data,2.  Industrial processes and product use,TRUE,,TRUE
FR_2023_NF3_2B,FR,France,2023,NF3,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,I,21,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,B.  Chemical industry,TRUE,,TRUE
FR_2023_NF3_2C,FR,France,2023,NF3,2C,C.  Metal industry,2.C,2.C - Metal Industry,I,22,Gg CO2 equivalent,0,NA,NA,,NA,EEA,C.  Metal industry,TRUE,,TRUE
FR_2023_NF3_2E,FR,France,2023,NF3,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,I,24,Gg CO2 equivalent,25.91005,25.91005,25.91,25.91,,MS data,E.  Electronic Industry ,TRUE,,TRUE
FR_2023_NF3_2F,FR,France,2023,NF3,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,I,25,Gg CO2 equivalent,0,NA,NA,,NA,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
FR_2023_NF3_2G,FR,France,2023,NF3,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,I,26,Gg CO2 equivalent,0,NA,NA,,NA,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
FR_2023_NF3_2H,FR,France,2023,NF3,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,I,27,Gg CO2 equivalent,0,NA,NA,,NA,EEA,H.  Other ,TRUE,,TRUE
FR_2023_NF3_6,FR,France,2023,NF3,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
FR_2023_Total_Total_net,FR,France,2023,Total,Total_net,Total (net emissions)(1),,,J,7,Gg CO2 equivalent,352203.5943,352203.5973,"352,203.60",352203.60,,EEA,Total (net emissions)(1),TRUE,,TRUE
FR_2023_Total_1,FR,France,2023,Total,1,1. Energy,1,1 - Energy,J,8,Gg CO2 equivalent,257733.8767,257733.8798,"257,733.88",257733.88,,EEA,1. Energy,TRUE,,TRUE
FR_2023_Total_1A,FR,France,2023,Total,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,J,9,Gg CO2 equivalent,255165.1668,255165.1668,"255,165.17",255165.17,,MS data,A. Fuel combustion (sectoral approach),TRUE,,TRUE
FR_2023_Total_1A1,FR,France,2023,Total,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,J,10,Gg CO2 equivalent,32327.84388,32327.84388,"32,327.84",32327.84,,MS data,1.  Energy industries,TRUE,,TRUE
FR_2023_Total_1A2,FR,France,2023,Total,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,J,11,Gg CO2 equivalent,36871.84687,36871.84687,"36,871.85",36871.85,,MS data,2.  Manufacturing industries and construction,TRUE,,TRUE
FR_2023_Total_1A3,FR,France,2023,Total,1A3,3.  Transport,1.A.3,1.A.3 - Transport,J,12,Gg CO2 equivalent,123837.0115,123837.0115,"123,837.01",123837.01,,MS data,3.  Transport (3),FALSE,1,TRUE
FR_2023_Total_1A4,FR,France,2023,Total,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,J,13,Gg CO2 equivalent,59837.59928,59837.59928,"59,837.60",59837.60,,MS data,4.  Other sectors,TRUE,,TRUE
FR_2023_Total_1A5,FR,France,2023,Total,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,J,14,Gg CO2 equivalent,2290.86521,2290.86521,"2,290.87",2290.87,,MS data,5.  Other,TRUE,,TRUE
FR_2023_Total_1B,FR,France,2023,Total,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,J,15,Gg CO2 equivalent,2568.70991,2568.713,"2,568.71",2568.71,,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
FR_2023_Total_1B1,FR,France,2023,Total,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,J,16,Gg CO2 equivalent,11.43296,11.433,11.43,11.43,,EEA,1.  Solid fuels,TRUE,,TRUE
FR_2023_Total_1B2,FR,France,2023,Total,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,J,17,Gg CO2 equivalent,2557.27696,2557.28,"2,557.28",2557.28,,EEA,2.  Oil and natural gas,TRUE,,TRUE
FR_2023_Total_1C,FR,France,2023,Total,1C,C. CO2 transport and storage,1.C,1.C - CO2 Transport and Storage,J,18,Gg CO2 equivalent,0,NA; NO,NA; NO,,NA; NO,EEA,C. CO2 transport and storage,TRUE,,TRUE
FR_2023_Total_2,FR,France,2023,Total,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,J,19,Gg CO2 equivalent,35772.82898,35772.82898,"35,772.83",35772.83,,MS data,2.  Industrial processes and product use,TRUE,,TRUE
FR_2023_Total_2A,FR,France,2023,Total,2A,A.  Mineral industry,2.A,2.A - Mineral Industry,J,20,Gg CO2 equivalent,8690.9602,8690.9602,"8,690.96",8690.96,,MS data,A.  Mineral industry,TRUE,,TRUE
FR_2023_Total_2B,FR,France,2023,Total,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,J,21,Gg CO2 equivalent,5882.0913,5882.0913,"5,882.09",5882.09,,MS data,B.  Chemical industry,TRUE,,TRUE
FR_2023_Total_2C,FR,France,2023,Total,2C,C.  Metal industry,2.C,2.C - Metal Industry,J,22,Gg CO2 equivalent,10025.97934,10025.97934,"10,025.98",10025.98,,MS data,C.  Metal industry,TRUE,,TRUE
FR_2023_Total_2D,FR,France,2023,Total,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,J,23,Gg CO2 equivalent,1447.77856,1447.77856,"1,447.78",1447.78,,MS data,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
FR_2023_Total_2E,FR,France,2023,Total,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,J,24,Gg CO2 equivalent,94.92285,94.92285,94.92,94.92,,MS data,E.  Electronic Industry ,TRUE,,TRUE
FR_2023_Total_2F,FR,France,2023,Total,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,J,25,Gg CO2 equivalent,8475.31956,8475.31956,"8,475.32",8475.32,,MS data,F.  Product uses as ODS substitutes ,TRUE,,TRUE
FR_2023_Total_2G,FR,France,2023,Total,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,J,26,Gg CO2 equivalent,1155.64763,1155.64763,"1,155.65",1155.65,,MS data,G.  Other product manufacture and use ,TRUE,,TRUE
FR_2023_Total_2H,FR,France,2023,Total,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,J,27,Gg CO2 equivalent,0.12955,0.12955,0.13,0.13,,MS data,H.  Other ,TRUE,,TRUE
FR_2023_Total_3,FR,France,2023,Total,3,3.  Agriculture,3,3 - Agriculture,J,28,Gg CO2 equivalent,62779.00276,62779.00276,"62,779.00",62779.00,,MS data,3.  Agriculture,TRUE,,TRUE
FR_2023_Total_3A,FR,France,2023,Total,3A,A.  Enteric fermentation,3.A,3.A - Enteric Fermentation,J,29,Gg CO2 equivalent,34696.04438,34696.04438,"34,696.04",34696.04,,MS data,A.  Enteric fermentation,TRUE,,TRUE
FR_2023_Total_3B,FR,France,2023,Total,3B,B.  Manure management,3.B,3.B - Manure Management,J,30,Gg CO2 equivalent,8597.34114,8597.34114,"8,597.34",8597.34,,MS data,B.  Manure management,TRUE,,TRUE
FR_2023_Total_3C,FR,France,2023,Total,3C,C.  Rice cultivation,3.C,3.C - Rice Cultivation,J,31,Gg CO2 equivalent,42.91711,42.91711,42.92,42.92,,MS data,C.  Rice cultivation,TRUE,,TRUE
FR_2023_Total_3D,FR,France,2023,Total,3D,D.  Agricultural soils,3.D,3.D - Agricultural Soils,J,32,Gg CO2 equivalent,17381.42098,17381.42098,"17,381.42",17381.42,,MS data,D.  Agricultural soils,TRUE,,TRUE
FR_2023_Total_3E,FR,France,2023,Total,3E,E.  Prescribed burning of savannas,3.E,3.E - Prescribed Burning of Savannas,J,33,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Prescribed burning of savannas,TRUE,,TRUE
FR_2023_Total_3F,FR,France,2023,Total,3F,F.  Field burning of agricultural residues,3.F,3.F - Field Burning of Agricultural Residues,J,34,Gg CO2 equivalent,31.81664,31.81664,31.82,31.82,,MS data,F.  Field burning of agricultural residues,TRUE,,TRUE
FR_2023_Total_3G,FR,France,2023,Total,3G,G. Liming,3.G,3.G - Liming,J,35,Gg CO2 equivalent,806.70446,806.70446,806.7,806.70,,MS data,G. Liming,TRUE,,TRUE
FR_2023_Total_3H,FR,France,2023,Total,3H,H. Urea application,3.H,3.H - Urea Application,J,36,Gg CO2 equivalent,1078.5188,1078.5188,"1,078.52",1078.52,,MS data,H. Urea application,TRUE,,TRUE
FR_2023_Total_3I,FR,France,2023,Total,3I,I.  Other carbon-containing fertilizers,3.I,3.I - Other Carbon-containing Fertilizers,J,37,Gg CO2 equivalent,144.23924,144.23924,144.24,144.24,,MS data,I.  Other carbon-containing fertilizers,TRUE,,TRUE
FR_2023_Total_3J,FR,France,2023,Total,3J,J.  Other ,3.J,3.J - Other agriculture emissions,J,38,Gg CO2 equivalent,0,NO,NO,,NO,EEA,J.  Other ,TRUE,,TRUE
FR_2023_Total_4,FR,France,2023,Total,4,"4. Land use, land-use change and forestry(1)",4,"4 - Land Use, Land-Use Change and Forestry",J,39,Gg CO2 equivalent,-20654.56498,-20654.56498,"-20,654.56",-20654.56,,MS data,"4. Land use, land-use change and forestry(1)",TRUE,,TRUE
FR_2023_Total_4A,FR,France,2023,Total,4A,A. Forest land,4.A,4.A - Forest Land,J,40,Gg CO2 equivalent,-36758.1564,-36758.1564,"-36,758.16",-36758.16,,MS data,A. Forest land,TRUE,,TRUE
FR_2023_Total_4B,FR,France,2023,Total,4B,B. Cropland,4.B,4.B - Cropland,J,41,Gg CO2 equivalent,9941.41192,9941.41192,"9,941.41",9941.41,,MS data,B. Cropland,TRUE,,TRUE
FR_2023_Total_4C,FR,France,2023,Total,4C,C. Grassland,4.C,4.C - Grassland,J,42,Gg CO2 equivalent,-429.65809,-429.65809,-429.66,-429.66,,MS data,C. Grassland,TRUE,,TRUE
FR_2023_Total_4D,FR,France,2023,Total,4D,D. Wetlands,4.D,4.D - Wetlands,J,43,Gg CO2 equivalent,1342.29763,1342.29763,"1,342.30",1342.30,,MS data,D. Wetlands,TRUE,,TRUE
FR_2023_Total_4E,FR,France,2023,Total,4E,E. Settlements ,4.E,4.E - Settlements,J,44,Gg CO2 equivalent,5934.7765,5934.7765,"5,934.78",5934.78,,MS data,E. Settlements ,TRUE,,TRUE
FR_2023_Total_4F,FR,France,2023,Total,4F,F. Other land,4.F,4.F - Other Land,J,45,Gg CO2 equivalent,126.14598,126.14598,126.15,126.15,,MS data,F. Other land,TRUE,,TRUE
FR_2023_Total_4G,FR,France,2023,Total,4G,G. Harvested wood products,4.G,4.G - Harvested Wood Products,J,46,Gg CO2 equivalent,-1085.68717,-1085.68717,"-1,085.69",-1085.69,,MS data,G. Harvested wood products,TRUE,,TRUE
FR_2023_Total_4H,FR,France,2023,Total,4H,H. Other       ,4.H,4.H - Other LULUCF,J,47,Gg CO2 equivalent,274.30467,274.30467,274.3,274.30,,MS data,H. Other       ,TRUE,,TRUE
FR_2023_Total_5,FR,France,2023,Total,5,5.  Waste,5,5 - Waste management,J,48,Gg CO2 equivalent,16572.45079,16572.45079,"16,572.45",16572.45,,MS data,5.  Waste,TRUE,,TRUE
FR_2023_Total_5A,FR,France,2023,Total,5A,A.  Solid waste disposal ,5.A,5.A - Solid Waste Disposal,J,49,Gg CO2 equivalent,11383.87898,11383.87898,"11,383.88",11383.88,,MS data,A.  Solid waste disposal ,FALSE,,FALSE
FR_2023_Total_5B,FR,France,2023,Total,5B,B.  Biological treatment of solid waste,5.B,5.B - Biological Treatment of Solid Waste,J,50,Gg CO2 equivalent,988.70959,988.70959,988.71,988.71,,MS data,B.  Biological treatment of solid waste,TRUE,,TRUE
FR_2023_Total_5C,FR,France,2023,Total,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,J,51,Gg CO2 equivalent,1764.6093,1764.6093,"1,764.61",1764.61,,MS data,C.  Incineration and open burning of waste,TRUE,,TRUE
FR_2023_Total_5D,FR,France,2023,Total,5D,D.  Waste water treatment and discharge,5.D,5.D - Wastewater Treatment and Discharge,J,52,Gg CO2 equivalent,2435.25292,2435.25292,"2,435.25",2435.25,,MS data,D.  Waste water treatment and discharge,TRUE,,TRUE
FR_2023_Total_5E,FR,France,2023,Total,5E,E.  Other ,5.E,5.E - Other Disposal,J,53,Gg CO2 equivalent,0,NO,NO,,NO,EEA,E.  Other ,FALSE,,FALSE
FR_2023_Total_6,FR,France,2023,Total,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
FR_2023_ETS_1,FR,France,2023,ETS,1,1. Energy,1,1 - Energy,L,8,Gg CO2 equivalent,44505.8178,44505.8,"44,505.80",44505.80,,EEA,1. Energy,TRUE,,TRUE
FR_2023_ETS_1A,FR,France,2023,ETS,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,L,9,Gg CO2 equivalent,43171.10834,43171.1,"43,171.10",43171.10,,EEA,A. Fuel combustion (sectoral approach),TRUE,,TRUE
FR_2023_ETS_1A1,FR,France,2023,ETS,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,L,10,Gg CO2 equivalent,26082.72778,26082.7,"26,082.70",26082.70,,EEA,1.  Energy industries,TRUE,,TRUE
FR_2023_ETS_1A2,FR,France,2023,ETS,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,L,11,Gg CO2 equivalent,16510.99246,16511,"16,511.00",16511.00,,EEA,2.  Manufacturing industries and construction,TRUE,,TRUE
